MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability,id
2,6,8,3,2,3,6,7,7,3,7,5,7,4,1,4,6,7,2,9,0.495,14127
5,3,3,8,5,2,2,6,8,8,2,7,7,5,6,4,6,6,5,3,0.505,14128
7,7,3,4,7,6,3,5,5,3,7,6,5,3,8,6,6,3,5,7,0.53,14129
4,7,8,4,4,2,5,7,6,5,4,3,4,6,3,10,9,5,4,8,0.54,14130
9,9,6,9,2,5,2,7,6,2,5,7,5,5,5,5,3,5,2,5,0.52,14131
3,3,5,6,2,4,6,7,3,3,1,4,9,8,7,5,5,4,6,2,0.465,14132
3,4,5,3,3,3,9,3,5,4,2,4,7,5,3,5,5,7,2,3,0.425,14133
2,6,1,5,3,5,7,10,4,5,5,5,4,6,7,5,7,4,6,6,0.515,14134
6,7,7,3,2,5,4,3,5,7,4,7,3,5,3,5,4,4,5,7,0.48,14135
8,6,4,5,5,7,8,3,8,7,6,9,5,8,4,5,4,7,9,5,0.615,14136
2,6,1,5,8,9,6,6,3,1,5,5,2,9,6,5,5,6,5,7,0.51,14137
6,2,3,7,3,3,7,7,1,3,7,4,7,8,5,8,6,6,4,4,0.505,14138
7,4,4,7,4,7,2,5,4,3,11,4,7,4,3,5,9,5,4,4,0.515,14139
4,9,8,3,4,2,3,6,7,6,3,6,3,4,6,5,0,6,6,5,0.48,14140
3,2,2,3,3,5,8,4,7,5,8,6,5,6,5,13,2,6,5,2,0.5,14141
8,3,11,4,3,4,3,5,5,4,8,10,4,9,4,10,6,8,7,6,0.61,14142
2,7,4,7,3,5,6,2,4,4,4,2,6,7,1,3,5,7,3,2,0.42,14143
7,6,3,9,2,5,6,5,7,7,8,5,5,3,4,4,5,8,3,3,0.525,14144
2,4,4,5,8,3,8,3,6,8,5,6,3,8,6,2,5,7,2,1,0.48,14145
13,5,5,8,3,4,6,3,4,6,5,5,5,5,4,9,8,3,8,4,0.565,14146
8,2,2,2,4,7,2,6,6,7,5,8,3,4,4,7,7,2,9,8,0.515,14147
2,1,2,11,8,6,3,7,4,2,4,7,9,7,5,7,2,4,6,6,0.515,14148
3,3,5,5,4,1,9,4,3,3,5,8,3,4,3,3,9,5,5,5,0.45,14149
4,5,3,7,4,3,6,3,3,11,9,7,3,6,5,7,5,6,5,6,0.54,14150
7,7,4,6,4,10,3,3,5,4,4,2,7,5,4,5,10,3,6,5,0.52,14151
9,2,6,3,5,8,4,3,8,4,2,2,7,6,5,5,2,4,7,2,0.47,14152
1,5,2,3,3,5,5,6,6,1,5,6,7,5,5,3,6,3,6,4,0.435,14153
1,5,2,3,5,4,2,6,8,1,6,4,2,7,4,4,4,2,6,3,0.395,14154
2,3,4,5,8,3,4,6,2,4,6,7,6,5,6,7,7,4,4,6,0.495,14155
3,2,9,2,3,8,4,4,3,5,7,6,10,4,3,4,4,7,12,4,0.52,14156
3,5,8,7,5,7,10,3,3,6,7,4,6,7,11,5,3,3,3,7,0.565,14157
10,3,10,5,9,4,4,5,3,3,5,6,5,5,5,6,3,9,5,4,0.545,14158
9,7,5,8,5,3,11,7,9,3,5,6,8,4,2,4,7,4,4,5,0.58,14159
3,3,4,3,8,9,4,6,8,3,4,1,4,7,5,4,5,5,3,5,0.47,14160
2,2,5,2,6,5,2,4,3,5,8,7,8,7,6,6,8,2,0,7,0.475,14161
1,6,3,2,13,4,11,6,3,7,6,8,5,4,9,5,5,4,5,7,0.57,14162
3,5,4,4,6,7,6,8,6,9,6,2,7,2,4,6,6,7,3,3,0.52,14163
4,3,5,4,5,3,9,5,1,4,5,7,3,4,6,3,4,3,2,8,0.44,14164
10,1,7,3,3,7,9,1,3,5,6,8,4,3,5,4,3,3,6,8,0.495,14165
3,6,5,6,7,5,3,7,2,7,5,3,8,5,4,4,5,2,5,0,0.46,14166
5,6,5,6,9,3,4,6,8,5,6,4,5,2,5,5,4,4,6,1,0.495,14167
5,5,3,3,9,1,6,4,4,6,5,4,5,4,5,4,2,6,5,4,0.45,14168
5,5,5,6,2,5,5,0,5,6,5,6,5,10,8,4,8,5,5,1,0.505,14169
6,2,3,4,5,2,12,7,6,5,6,7,6,5,8,8,3,9,4,5,0.565,14170
3,5,5,5,7,5,8,3,1,3,4,0,7,3,9,1,8,9,6,2,0.47,14171
6,6,8,4,2,7,4,6,3,3,6,7,2,7,7,4,3,4,3,5,0.485,14172
8,8,5,4,2,6,9,2,6,2,2,8,6,7,10,4,10,6,4,2,0.555,14173
6,8,9,4,8,3,5,4,2,5,6,4,1,3,6,6,8,5,4,4,0.505,14174
5,5,7,7,2,3,6,2,6,4,9,3,5,5,7,5,4,6,6,7,0.52,14175
5,6,1,4,3,9,4,6,4,2,6,4,5,5,4,6,1,5,6,7,0.465,14176
3,6,5,2,7,6,9,7,7,5,6,4,11,5,3,3,4,7,4,3,0.535,14177
7,3,7,1,4,3,4,5,7,9,6,5,6,2,6,2,6,12,3,7,0.525,14178
4,4,7,4,7,5,4,6,8,4,6,7,7,5,5,4,5,2,2,8,0.52,14179
9,9,3,2,3,4,5,4,4,5,6,6,2,3,6,6,8,5,8,6,0.52,14180
5,5,5,3,6,5,9,8,4,4,5,5,4,4,4,5,8,3,4,5,0.505,14181
2,2,2,3,3,6,10,5,7,2,6,3,7,12,4,6,6,4,6,8,0.52,14182
5,4,10,7,3,2,1,3,1,3,6,3,4,0,3,5,6,5,4,1,0.38,14183
7,5,8,3,7,2,3,7,10,6,4,4,9,4,5,1,8,8,2,5,0.54,14184
11,4,5,5,1,6,5,5,6,4,3,5,6,5,5,4,3,7,4,8,0.51,14185
3,8,3,6,2,1,5,4,5,7,3,3,7,4,6,4,3,6,5,8,0.465,14186
6,8,7,7,4,5,8,3,5,5,8,1,5,1,7,1,1,4,10,5,0.505,14187
8,1,4,6,3,3,2,5,7,6,4,8,3,3,3,2,3,6,8,3,0.44,14188
4,6,5,9,4,1,3,8,4,5,8,4,6,6,6,4,2,4,3,8,0.5,14189
5,8,4,3,6,4,6,7,10,7,5,13,4,6,5,6,3,4,10,8,0.62,14190
2,3,5,4,8,6,4,4,4,5,1,8,1,3,5,6,4,7,4,3,0.435,14191
7,4,2,1,7,7,2,4,6,2,12,4,5,8,3,4,3,2,6,3,0.46,14192
3,4,6,1,7,6,4,8,7,6,2,4,6,6,8,3,4,4,7,4,0.5,14193
7,5,10,6,9,3,5,6,3,6,4,6,2,3,7,8,8,10,3,7,0.59,14194
9,7,6,10,5,6,4,7,4,6,10,5,5,4,3,4,4,4,6,6,0.575,14195
0,4,9,4,8,2,8,3,4,4,5,7,2,1,5,4,9,3,5,8,0.475,14196
5,3,4,3,4,7,3,6,4,2,2,6,9,2,2,6,2,1,6,6,0.415,14197
2,9,6,3,5,3,8,5,3,8,4,2,5,5,6,11,4,7,11,3,0.55,14198
7,3,6,7,3,8,5,6,7,7,8,4,2,3,7,5,5,5,5,6,0.545,14199
6,2,4,8,9,3,6,7,7,12,2,4,6,8,4,5,5,3,5,5,0.555,14200
5,6,5,5,8,4,4,5,5,2,4,10,6,10,3,6,4,8,7,4,0.555,14201
5,7,6,7,6,12,5,5,4,4,5,11,1,3,1,5,5,4,7,2,0.525,14202
5,6,5,7,7,7,4,2,5,6,4,4,2,4,5,6,4,1,1,4,0.445,14203
7,4,3,6,8,6,2,6,4,4,5,6,5,5,7,4,3,4,9,7,0.525,14204
7,0,3,2,15,2,2,5,4,5,7,4,2,4,4,3,7,4,5,5,0.45,14205
2,7,2,5,5,6,6,3,6,3,3,4,4,4,5,7,5,9,5,8,0.495,14206
6,4,8,6,8,1,4,8,4,2,6,4,3,5,3,5,4,4,9,5,0.495,14207
5,11,4,3,4,5,5,4,6,3,4,6,5,4,5,8,6,9,5,8,0.55,14208
3,3,3,5,4,6,6,6,4,4,7,6,4,3,4,5,2,3,7,6,0.455,14209
7,10,4,2,4,7,6,3,5,8,8,13,5,4,1,5,8,7,5,7,0.595,14210
4,4,5,2,8,4,4,6,4,5,6,4,7,3,1,5,5,2,2,3,0.42,14211
3,4,3,2,8,6,5,3,6,3,3,6,3,4,7,7,7,5,3,8,0.48,14212
6,4,6,6,9,6,5,2,5,4,4,7,1,2,3,4,4,5,1,6,0.45,14213
3,2,6,6,6,1,8,4,3,6,1,3,5,3,2,5,5,2,4,6,0.405,14214
3,6,0,5,5,6,5,5,6,5,7,4,5,8,11,7,4,4,3,7,0.53,14215
8,8,8,3,3,2,3,4,3,2,4,5,9,5,3,3,4,4,1,7,0.445,14216
4,3,7,7,1,3,7,5,7,2,6,5,3,7,6,8,7,5,3,4,0.5,14217
4,2,6,3,3,6,6,5,4,6,5,6,4,5,1,6,10,5,5,5,0.485,14218
9,2,5,10,9,8,7,11,4,4,6,9,6,7,3,4,2,6,5,7,0.62,14219
3,4,1,4,3,4,7,5,2,9,9,2,9,3,6,7,3,9,2,6,0.49,14220
3,5,6,1,7,3,5,5,5,3,5,5,6,3,6,5,6,5,5,8,0.485,14221
1,5,4,4,9,5,5,10,8,5,4,5,5,6,4,7,5,3,4,8,0.535,14222
4,3,7,3,6,7,3,2,6,5,7,2,9,8,7,1,4,4,5,4,0.485,14223
4,4,6,7,7,7,5,2,5,4,5,14,3,4,5,4,4,3,5,4,0.51,14224
5,5,5,8,2,8,6,3,8,5,5,7,10,2,2,3,1,5,4,5,0.495,14225
2,7,4,5,2,5,6,6,5,6,7,7,4,9,11,5,4,5,3,3,0.53,14226
6,6,6,11,9,2,4,2,10,3,6,2,6,4,6,3,3,6,8,2,0.525,14227
4,1,6,13,4,6,5,5,2,4,4,8,10,5,5,7,2,5,2,6,0.52,14228
8,2,6,5,4,6,8,5,4,7,6,4,4,8,7,9,8,3,4,7,0.575,14229
8,1,8,3,5,1,2,7,4,4,4,4,9,8,1,6,5,5,6,7,0.49,14230
2,2,2,10,2,2,4,4,5,7,1,4,3,4,11,2,3,5,5,7,0.425,14231
4,1,9,6,5,5,6,5,4,4,6,6,2,5,5,6,6,9,5,3,0.51,14232
5,7,4,6,7,7,7,5,7,7,4,3,10,5,6,1,6,3,7,8,0.575,14233
2,3,8,4,3,6,6,5,7,3,7,5,8,4,3,4,2,4,4,7,0.475,14234
4,8,3,9,6,3,7,4,7,7,6,4,2,6,5,6,5,5,5,5,0.535,14235
5,3,7,6,3,5,6,4,6,2,4,2,4,6,5,6,7,4,2,5,0.46,14236
4,4,7,4,5,2,2,4,9,8,7,7,5,4,4,5,8,7,4,5,0.525,14237
5,2,3,8,3,8,2,7,7,6,5,9,7,4,2,6,2,5,6,7,0.52,14238
5,3,4,6,5,3,8,5,3,2,9,3,6,5,5,4,3,6,2,4,0.455,14239
1,7,5,8,5,3,4,7,9,7,3,2,6,4,7,7,8,3,3,1,0.5,14240
5,5,8,3,4,6,6,8,4,4,5,2,3,5,6,3,1,5,7,5,0.475,14241
5,2,9,4,6,4,5,4,8,4,5,5,5,7,2,4,4,5,2,0,0.45,14242
1,5,7,6,5,4,9,1,8,3,4,5,2,6,6,4,4,1,3,6,0.45,14243
5,5,6,7,4,7,2,6,6,2,6,4,5,6,7,4,8,3,2,6,0.505,14244
5,2,3,0,6,5,5,2,6,4,5,3,5,5,8,2,9,6,5,8,0.47,14245
8,5,5,9,6,5,4,7,7,6,5,6,3,8,7,7,4,2,8,5,0.585,14246
3,8,8,11,4,6,5,6,3,3,8,7,5,5,6,7,7,4,7,3,0.58,14247
2,9,3,5,5,7,9,5,1,2,4,5,6,3,1,8,2,7,4,1,0.445,14248
5,7,3,6,6,2,3,1,5,7,8,7,5,3,3,7,7,7,6,3,0.505,14249
8,4,6,3,7,6,2,13,1,5,4,3,1,5,1,3,2,4,6,8,0.46,14250
4,5,6,4,6,6,9,2,2,5,8,3,5,5,2,5,6,5,7,5,0.5,14251
7,6,3,4,6,5,4,5,2,4,3,5,5,2,4,3,6,6,3,8,0.455,14252
2,6,3,5,5,6,3,6,6,3,10,2,1,2,3,4,3,5,3,4,0.41,14253
7,4,5,8,3,9,10,3,6,5,4,8,7,9,5,5,1,6,5,4,0.57,14254
5,5,3,6,6,3,3,5,4,7,4,7,1,1,9,3,6,6,7,3,0.47,14255
2,4,7,7,13,3,5,11,6,3,3,7,2,5,8,2,3,5,5,7,0.54,14256
3,2,12,2,4,8,6,7,4,4,10,5,3,2,7,7,4,3,8,7,0.54,14257
6,2,9,6,3,6,6,5,7,7,4,11,8,7,6,5,6,5,3,5,0.585,14258
5,4,2,3,6,7,6,1,8,5,5,6,4,6,4,3,4,4,1,2,0.43,14259
2,4,6,6,6,7,5,4,5,5,2,4,8,6,10,5,8,2,9,4,0.54,14260
5,1,4,3,5,6,4,6,9,2,5,7,1,6,8,3,6,4,4,9,0.49,14261
5,4,3,5,6,4,2,8,9,2,4,2,3,4,6,4,3,5,3,5,0.435,14262
6,7,8,1,6,9,10,6,5,4,6,7,7,1,3,6,2,2,3,9,0.54,14263
8,5,5,8,2,6,3,7,4,4,9,8,6,4,8,2,5,6,3,3,0.53,14264
6,10,3,2,4,2,4,3,5,4,6,2,5,5,4,2,6,2,2,4,0.405,14265
3,3,2,3,4,7,6,1,7,7,3,3,6,9,6,3,8,2,4,7,0.47,14266
2,4,6,5,4,4,7,6,8,5,5,2,10,6,4,4,6,9,9,2,0.54,14267
10,5,8,9,5,10,1,3,5,1,7,4,4,10,7,8,3,7,4,3,0.57,14268
5,3,2,4,4,3,4,4,4,9,2,6,8,11,7,4,6,5,3,3,0.485,14269
4,6,2,2,5,2,8,2,3,5,6,2,5,5,8,2,2,5,10,2,0.43,14270
4,9,4,9,5,5,4,4,9,3,3,5,4,5,3,6,7,8,5,4,0.53,14271
8,3,1,9,3,2,5,5,6,5,3,6,3,4,1,2,3,8,2,7,0.43,14272
6,6,2,6,4,6,1,7,8,5,6,5,12,5,4,8,1,8,5,4,0.545,14273
4,8,4,6,3,1,4,9,1,2,7,7,5,4,12,1,6,6,1,6,0.485,14274
9,7,4,4,0,6,5,0,7,3,7,4,4,3,3,3,5,5,5,5,0.445,14275
5,7,6,8,5,8,4,4,7,8,7,3,6,4,2,2,5,5,2,2,0.5,14276
6,3,3,8,6,3,2,11,5,4,7,6,8,8,7,6,5,3,4,3,0.54,14277
2,4,3,5,4,9,5,6,9,0,6,4,3,5,5,2,2,11,7,3,0.475,14278
7,6,6,3,7,4,4,4,2,3,4,9,6,7,3,5,8,3,4,7,0.51,14279
5,7,4,4,6,5,4,2,2,5,6,4,3,4,5,5,6,6,2,12,0.485,14280
4,3,4,5,3,5,4,1,5,9,5,4,4,5,9,4,4,4,2,4,0.44,14281
8,8,3,7,4,7,6,10,5,1,8,4,6,5,4,7,5,6,8,5,0.585,14282
7,5,8,4,4,8,6,7,6,6,7,4,3,6,7,6,4,5,8,4,0.575,14283
3,6,7,10,5,1,1,5,8,5,6,3,1,5,4,4,4,10,9,10,0.535,14284
6,4,3,5,7,5,6,5,1,3,3,3,4,5,1,4,2,2,2,9,0.4,14285
6,8,2,3,5,9,4,3,5,1,3,1,6,0,4,2,5,4,8,6,0.425,14286
4,1,8,7,8,5,9,9,2,4,5,8,6,3,4,5,7,3,5,5,0.54,14287
7,5,4,3,10,5,4,4,3,7,6,4,3,7,3,5,4,3,3,6,0.48,14288
6,2,8,7,10,5,3,6,4,3,8,4,8,8,9,3,3,2,5,3,0.535,14289
5,3,3,3,4,5,7,4,2,6,5,4,6,4,4,2,4,5,8,7,0.455,14290
5,1,2,3,7,4,6,3,4,6,5,7,3,7,3,10,6,2,5,2,0.455,14291
7,7,3,2,5,5,6,5,3,6,4,2,2,2,8,6,4,8,9,2,0.48,14292
5,5,5,8,8,2,4,9,3,5,5,2,2,4,4,7,4,7,1,5,0.475,14293
5,5,3,2,5,3,4,8,3,8,4,3,5,3,3,2,3,7,5,5,0.43,14294
7,2,5,4,6,10,8,5,3,5,2,1,7,3,3,7,5,2,6,5,0.48,14295
4,5,3,1,1,5,3,6,9,9,1,7,4,1,4,10,3,3,1,2,0.41,14296
9,3,11,3,6,9,3,5,5,7,10,4,8,4,6,5,7,5,6,4,0.6,14297
7,6,7,7,5,1,3,2,4,7,4,4,4,3,5,5,5,2,4,2,0.435,14298
5,7,5,8,3,4,3,4,7,9,1,2,3,2,4,5,5,1,5,5,0.44,14299
5,9,2,5,4,6,9,5,3,3,3,5,5,3,5,7,5,13,3,5,0.525,14300
7,8,7,2,7,4,5,7,5,2,6,3,4,4,1,7,9,10,4,9,0.555,14301
6,8,3,6,1,3,5,1,6,6,8,5,3,4,5,5,2,3,7,3,0.45,14302
6,4,7,6,8,7,5,2,7,5,2,4,6,6,0,4,6,6,5,6,0.51,14303
2,7,8,3,3,6,7,6,2,5,4,5,5,12,3,2,4,5,5,3,0.485,14304
5,4,3,4,6,5,4,6,5,7,3,3,6,5,5,4,9,2,8,4,0.49,14305
2,4,2,5,4,5,5,6,6,5,2,8,7,6,6,4,12,5,4,3,0.505,14306
11,7,2,5,8,3,2,1,5,5,11,2,4,4,7,6,12,5,3,7,0.55,14307
5,4,5,3,3,4,3,4,6,2,9,4,4,2,2,5,4,6,3,8,0.43,14308
7,2,8,0,5,6,3,7,3,5,11,5,4,6,4,3,4,9,5,5,0.51,14309
4,6,8,7,7,10,1,8,3,3,4,4,1,4,8,6,3,8,5,3,0.515,14310
3,3,4,5,4,10,3,6,9,4,4,6,7,10,5,9,5,4,2,7,0.55,14311
6,7,6,3,4,7,9,6,6,7,7,2,6,5,5,10,9,4,4,1,0.57,14312
1,3,6,4,7,3,2,8,3,7,8,5,5,1,4,4,4,10,4,4,0.465,14313
5,3,3,4,7,7,9,2,3,3,6,5,4,1,3,3,1,3,8,2,0.41,14314
3,5,5,3,2,8,8,8,4,4,6,0,2,3,12,6,8,5,4,4,0.5,14315
5,5,5,3,1,3,5,4,3,10,1,4,8,2,6,8,0,5,5,2,0.425,14316
3,9,8,7,11,7,2,4,8,6,6,5,5,4,6,7,2,4,3,4,0.555,14317
3,6,6,7,7,4,4,6,5,4,1,2,5,3,3,4,8,3,2,6,0.445,14318
0,9,2,7,7,6,8,5,6,7,7,6,6,6,5,8,8,9,4,6,0.61,14319
6,5,1,6,3,6,5,6,4,6,7,4,3,4,2,5,5,3,4,9,0.47,14320
5,7,7,2,5,5,5,6,6,4,4,4,8,3,3,5,7,6,3,4,0.495,14321
6,8,2,7,4,8,8,3,6,5,6,5,6,8,5,8,8,3,3,6,0.575,14322
5,2,7,6,4,6,6,4,3,6,3,4,3,7,6,6,3,3,3,8,0.475,14323
0,5,6,3,3,5,8,6,3,5,5,5,4,4,8,7,2,7,3,3,0.46,14324
4,7,6,7,9,3,7,4,0,10,6,2,4,3,5,4,6,6,9,4,0.53,14325
5,6,7,5,7,3,3,5,6,4,3,5,6,2,7,5,5,5,3,6,0.49,14326
9,4,8,8,9,4,4,5,4,4,7,7,3,9,6,5,3,11,5,6,0.605,14327
7,6,5,5,1,2,0,5,4,3,4,4,6,3,6,4,8,4,8,9,0.47,14328
3,4,5,8,4,4,4,1,3,5,5,4,7,5,5,2,5,3,3,3,0.415,14329
5,2,5,4,3,5,3,4,5,5,6,4,6,7,5,3,4,4,3,1,0.42,14330
4,6,3,5,6,3,6,5,6,7,5,4,10,6,9,7,6,2,5,5,0.55,14331
1,11,3,5,3,2,4,7,5,4,4,5,3,5,2,11,6,3,9,9,0.51,14332
6,4,8,10,5,10,11,1,3,1,1,2,11,6,5,4,5,2,2,5,0.51,14333
2,6,0,6,4,6,3,4,5,4,5,7,3,9,2,8,7,5,5,3,0.47,14334
2,1,6,6,2,3,3,5,4,3,11,5,5,8,3,6,6,5,10,5,0.495,14335
5,6,6,8,4,3,5,0,5,3,3,2,3,4,9,5,6,10,6,5,0.49,14336
1,1,3,7,8,1,5,1,7,6,9,2,4,2,6,5,7,8,7,3,0.465,14337
5,5,5,5,4,2,5,7,3,2,2,4,8,5,4,5,1,3,8,7,0.45,14338
6,6,5,4,8,6,5,5,5,4,5,4,6,3,3,6,2,4,3,6,0.48,14339
8,3,5,6,8,3,4,4,5,1,9,2,6,7,9,5,4,6,4,3,0.51,14340
3,4,8,6,5,6,0,9,5,6,5,5,5,4,6,6,6,5,7,5,0.53,14341
4,8,5,5,1,3,3,5,4,5,1,3,1,4,1,4,3,7,2,7,0.38,14342
4,3,3,9,6,5,9,4,5,9,3,7,8,4,4,1,8,5,1,5,0.515,14343
5,2,5,5,8,8,8,5,2,6,3,4,5,4,7,3,6,4,0,2,0.46,14344
7,8,6,2,2,5,6,6,5,3,4,6,7,5,8,6,5,4,2,3,0.5,14345
4,6,2,4,6,2,9,4,2,8,6,3,4,6,7,7,4,4,7,5,0.5,14346
4,7,5,9,11,2,3,7,2,3,3,5,4,3,5,5,7,10,9,7,0.555,14347
8,2,10,9,4,6,6,3,7,8,0,2,7,8,4,5,8,5,6,9,0.585,14348
4,7,3,3,4,9,3,7,6,7,5,4,5,3,3,6,4,1,6,2,0.46,14349
3,2,4,6,3,4,2,5,4,7,9,4,2,6,1,4,3,9,2,8,0.44,14350
8,5,2,4,10,7,7,6,3,3,5,6,3,4,2,7,6,6,5,6,0.525,14351
1,5,5,6,7,6,7,6,2,3,8,8,4,6,5,4,8,2,5,3,0.505,14352
5,8,2,5,6,6,3,3,5,7,2,8,1,7,6,5,3,8,3,3,0.48,14353
5,6,7,5,3,6,3,5,5,5,1,5,5,6,11,8,5,3,5,5,0.52,14354
5,4,1,2,2,4,5,2,6,3,5,4,4,4,4,7,7,5,5,6,0.425,14355
7,3,2,3,6,5,3,2,3,6,10,4,5,6,10,6,6,9,1,5,0.51,14356
3,2,6,7,5,7,4,6,3,4,7,5,5,5,4,6,5,8,5,6,0.515,14357
2,5,7,3,11,8,4,5,7,7,4,2,10,3,2,3,4,7,9,7,0.55,14358
4,4,9,1,3,4,6,9,4,0,7,5,8,3,1,3,5,6,10,4,0.48,14359
8,2,7,5,2,3,5,6,7,5,3,7,6,9,5,2,3,4,8,2,0.495,14360
7,7,7,0,3,3,3,4,3,5,5,3,8,3,7,1,7,2,2,7,0.435,14361
6,5,5,6,9,6,6,4,4,5,1,8,7,7,3,4,9,4,8,5,0.56,14362
6,3,3,8,5,2,5,3,4,7,5,7,3,3,2,6,3,7,7,2,0.455,14363
6,8,5,6,5,5,6,3,3,8,8,5,5,6,6,6,2,7,7,7,0.57,14364
5,4,7,7,4,5,7,5,4,5,5,6,7,3,7,7,2,1,5,5,0.505,14365
4,5,8,5,7,4,2,2,7,8,5,4,7,4,4,5,8,2,9,3,0.515,14366
5,6,7,6,5,7,3,8,4,7,6,5,8,8,5,3,8,6,3,8,0.59,14367
7,8,5,6,6,1,5,5,7,8,8,4,4,2,8,11,8,2,4,7,0.58,14368
5,2,4,5,6,4,5,4,5,3,10,2,5,7,11,2,2,4,5,4,0.475,14369
2,2,5,7,6,6,6,5,4,4,4,2,3,3,7,1,3,10,5,6,0.455,14370
4,6,6,3,7,4,5,8,6,2,7,3,8,8,5,4,3,3,4,8,0.52,14371
2,5,7,2,6,6,2,7,4,5,5,6,5,6,5,1,4,5,6,6,0.475,14372
4,2,9,6,5,6,8,3,5,7,2,4,3,7,4,5,6,2,8,0,0.48,14373
2,5,6,3,3,1,3,5,6,5,4,5,8,7,4,5,9,2,5,5,0.465,14374
4,6,9,4,9,7,8,3,6,5,10,8,5,4,6,6,7,7,4,5,0.615,14375
8,3,4,5,7,6,6,8,2,10,2,4,6,4,9,7,6,6,4,8,0.575,14376
1,6,3,8,4,8,3,5,5,7,4,3,4,7,2,5,9,6,6,5,0.505,14377
7,2,2,2,5,6,6,3,6,6,5,7,3,10,4,7,6,8,3,8,0.53,14378
3,9,5,9,4,2,6,0,6,5,5,5,7,3,4,2,3,3,7,3,0.455,14379
4,9,3,7,2,8,4,8,2,6,6,5,7,5,7,6,4,7,8,4,0.56,14380
6,7,4,5,4,1,4,3,2,4,9,4,3,5,4,2,7,2,7,3,0.43,14381
6,5,4,3,4,4,4,6,4,5,2,4,6,8,7,5,2,6,5,11,0.505,14382
6,4,9,2,5,3,3,4,4,5,2,9,8,8,6,2,4,7,4,9,0.52,14383
4,4,4,5,5,6,4,4,3,5,7,7,6,3,9,6,2,4,2,5,0.475,14384
5,5,3,1,11,9,2,4,10,5,5,5,4,6,5,6,9,7,3,3,0.54,14385
7,5,4,4,5,3,11,5,7,6,2,6,5,4,8,12,3,5,7,4,0.565,14386
4,7,3,5,4,4,6,2,6,4,7,7,6,5,4,5,4,5,8,3,0.495,14387
3,9,4,3,5,5,7,7,7,5,8,6,2,8,5,4,5,3,4,9,0.545,14388
6,3,4,6,5,2,5,4,2,2,2,6,3,6,3,4,7,4,8,5,0.435,14389
8,9,4,7,4,8,5,2,3,9,4,3,2,3,3,10,6,2,3,8,0.515,14390
6,9,4,5,1,3,6,5,4,3,7,6,3,4,4,4,9,10,5,1,0.495,14391
7,5,6,3,7,3,4,4,1,4,6,5,5,2,4,4,8,2,4,3,0.435,14392
4,0,3,3,2,4,1,2,4,5,4,6,4,6,6,5,7,4,3,4,0.385,14393
4,6,5,4,5,6,2,9,5,4,2,3,5,3,6,4,7,4,7,3,0.47,14394
7,6,4,8,6,4,6,5,4,5,7,6,7,8,6,8,3,9,10,5,0.62,14395
5,4,1,9,3,6,2,7,7,3,5,6,6,9,3,5,6,1,6,8,0.51,14396
4,4,5,5,5,5,5,4,3,4,4,3,4,3,2,8,5,3,5,9,0.45,14397
6,12,4,5,7,4,2,6,8,6,4,7,2,4,5,4,5,0,8,4,0.515,14398
7,10,5,8,7,4,5,2,3,5,5,2,6,3,1,8,11,5,6,6,0.545,14399
3,3,4,6,6,2,5,3,2,5,7,5,9,7,4,3,6,6,3,4,0.465,14400
3,4,9,5,8,7,2,8,5,4,5,7,7,7,2,2,5,8,3,4,0.525,14401
4,3,4,6,8,6,6,7,4,7,6,2,4,5,5,4,3,2,5,6,0.485,14402
4,9,5,5,5,5,5,5,8,7,8,6,6,3,3,3,6,4,6,1,0.52,14403
5,5,5,9,1,2,5,6,4,9,9,6,10,6,4,2,5,5,6,3,0.535,14404
2,4,4,6,9,5,3,6,9,7,7,3,11,7,2,5,6,2,4,4,0.53,14405
3,3,4,4,6,4,5,3,2,2,5,3,5,3,8,5,9,3,9,4,0.45,14406
9,3,3,10,5,4,7,7,4,3,4,7,5,4,4,2,3,8,7,4,0.515,14407
4,8,5,7,9,4,4,4,6,5,5,4,5,5,2,4,8,3,3,2,0.485,14408
7,7,7,7,5,7,6,7,4,3,8,5,3,5,5,4,4,3,8,6,0.555,14409
0,3,5,3,1,4,6,8,4,3,7,5,7,7,2,4,7,12,12,6,0.53,14410
7,5,3,5,6,4,11,5,3,7,5,1,4,5,3,2,4,8,5,1,0.47,14411
3,2,4,5,3,7,3,6,4,3,5,7,4,6,7,6,5,7,3,3,0.465,14412
6,5,7,5,6,3,5,3,4,5,6,7,3,4,2,2,5,9,5,3,0.475,14413
5,4,5,2,4,7,6,4,6,4,7,5,6,6,5,9,2,0,3,5,0.475,14414
9,2,4,4,1,10,5,3,4,3,2,8,7,5,5,3,6,3,6,7,0.485,14415
6,3,5,3,4,6,6,7,2,3,1,4,6,5,5,7,3,6,5,8,0.475,14416
4,4,6,4,0,3,3,4,3,8,4,6,2,9,1,4,5,4,4,3,0.405,14417
4,5,4,7,4,2,4,4,8,8,7,5,7,5,5,2,3,7,4,7,0.51,14418
4,2,11,2,4,3,6,3,6,6,8,6,6,9,4,2,4,2,5,2,0.475,14419
5,4,4,2,6,6,6,3,3,6,7,5,7,2,7,6,1,8,7,3,0.49,14420
